0 - Sexe,1 - Tranche_age,2 - Statut,3 - Foyer,4 - Enfant,5 - Taille_ville,6 - Region,7 - Style_de_musique,8 - Moment_musique, 9 - Musique/jour, 10 - Musique fréquence, 11 - nb concert, 12 - appareil pour ecouter plus souvent de la musique,13 - musique seul,14 - Visionnage Illegal Musique,15 - musique accompagné,16 - Plateforme
FEMME,De 15 à 24 ans,Célibataire,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AuvergneRhoneAlpes,"Dance,Electronique,Metal,R&B,Soul,Pop / Rock","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,1 à 5 fois par semaine,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
HOMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,Bretagne,"Variété Française,Dance,Reggae,Pop / Rock","En travaillant ou en étudiant,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Plusieurs fois par jour,NULL,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,Plusieurs fois par jour,"Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Aucun,MoinsDe100000Habitants,CentreValDeLoire,"Variété Française,Pop / Rock","Au réveil ou avant de vous endormir,Dans les transports ou sur le chemin des études ou du travail",Entre 2 et 3 heures / jour,Plusieurs fois par jour,Aucun,NULL,Plusieurs fois par jour,Uniquement de façon légale,1 à 3 fois par mois,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 15 à 24 ans,Enfant,3 personnes,Aucun,PlusDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Dance,Pop / Rock","Au réveil ou avant de vous endormir,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",NULL,1 à 5 fois par semaine,NULL,NULL,Tous les jours ou presque,NULL,Tous les jours ou presque,
FEMME,De 65 à plus,Célibataire,1 personne,NULL,PlusDe100000Habitants,ProvenceAlpesCoteDAzur,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
FEMME,De 25 à 34 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,IleDeFrance,"R&B,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives,Lorsque vous vous rassemblez avec des amis ou des proches",Plus de 6 heures /jour,Plusieurs fois par jour,3 ou 4 concerts/festivals,NULL,Plusieurs fois par jour,Uniquement de façon légale,1 à 5 fois par semaine,Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...)
FEMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AuvergneRhoneAlpes,"Electronique,R&B,Pop / Rock",Dans les transports ou sur le chemin des études ou du travail,NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,NULL,Tous les jours ou presque,Uniquement de façon légale,Jamais,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 15 à 24 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,LanguedocRoussillonMidiP,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 65 à plus,Couple,2 personnes,Aucun,MoinsDe100000Habitants,Bretagne,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 15 à 24 ans,Célibataire,4 personnes ou plus,Aucun,MoinsDe100000Habitants,NordPasDeCalaisPicardie,"Metal,Musiques du monde",Dans les transports ou sur le chemin des études ou du travail,Entre 2 et 3 heures / jour,Plusieurs fois par jour,5 concerts/festivals ou plus,NULL,1 à 5 fois par semaine,NULL,Plusieurs fois par jour,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
HOMME,De 65 à plus,Couple,2 personnes,Aucun,MoinsDe100000Habitants,CentreValDeLoire,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
FEMME,De 15 à 24 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,IleDeFrance,"R&B,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture",Moins de 1 heure / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,NULL,Tous les jours ou presque,Uniquement de façon légale,Moins souvent,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 65 à plus,Couple,3 personnes,Aucun,MoinsDe100000Habitants,IleDeFrance,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
FEMME,De 65 à plus,Couple,2 personnes,Aucun,PlusDe100000Habitants,Bretagne,Variété Française,"En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En voiture",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Un poste de radio / un radioréveil,1 à 5 fois par semaine,NULL,Moins souvent,
FEMME,De 65 à plus,Célibataire,1 personne,NULL,PlusDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,R&B,Soul,Pop / Rock",,Entre 3 et 4 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,NULL,Plusieurs fois par jour,NULL,Jamais,
HOMME,De 65 à plus,Couple,2 personnes,Aucun,PlusDe100000Habitants,AlsaceChampagneArdenneLo,"Jazz,Classique","En travaillant ou en étudiant,En voiture",NULL,Moins souvent,Aucun,NULL,1 à 3 fois par mois,NULL,Moins souvent,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 65 à plus,Célibataire,1 personne,NULL,PlusDe100000Habitants,AlsaceChampagneArdenneLo,,"En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En voiture",NULL,1 à 5 fois par semaine,NULL,Un poste de radio / un radioréveil,1 à 5 fois par semaine,NULL,Jamais,
FEMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,NordPasDeCalaisPicardie,"R&B,Musiques du monde,Rap / Hip-Hop","En travaillant ou en étudiant,Dans les transports ou sur le chemin des études ou du travail",NULL,1 à 5 fois par semaine,NULL,Un smartphone,Tous les jours ou presque,NULL,Jamais,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,Bretagne,"Variété Française,R&B,Reggae,Musiques du monde,Pop / Rock","Au réveil ou avant de vous endormir,En travaillant ou en étudiant",Entre 2 et 3 heures / jour,Tous les jours ou presque,3 ou 4 concerts/festivals,Une tablette,Tous les jours ou presque,Généralement de façon légale même s’il peut m’arriver de le faire de manière illégale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 50 à 64 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,Normandie,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
FEMME,De 15 à 24 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,AuvergneRhoneAlpes,"Electronique,R&B,Pop / Rock,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En voiture",Entre 2 et 3 heures / jour,Tous les jours ou presque,NULL,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,1 à 5 fois par semaine,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 65 à plus,Couple,3 personnes,Aucun,PlusDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Dance,Musiques du monde,Pop / Rock,Classique","En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En voiture",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Un ordinateur,Plusieurs fois par jour,NULL,1 à 5 fois par semaine,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 15 à 24 ans,Enfant,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,ProvenceAlpesCoteDAzur,"Dance,Reggae,Pop / Rock,Rap / Hip-Hop","Au réveil ou avant de vous endormir,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
HOMME,De 65 à plus,Couple,2 personnes,Aucun,PlusDe100000Habitants,ProvenceAlpesCoteDAzur,"Variété Française,Electronique,Musiques du monde",En voiture,Moins de 1 heure / jour,Tous les jours ou presque,NULL,NULL,Tous les jours ou presque,Uniquement de façon légale,Jamais,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
HOMME,De 25 à 34 ans,Célibataire,4 personnes ou plus,Aucun,MoinsDe100000Habitants,ProvenceAlpesCoteDAzur,"Variété Française,Jazz,Dance,Electronique,R&B,Soul,Reggae,Musiques du monde,Pop / Rock,Rap / Hip-Hop","En travaillant ou en étudiant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 2 et 3 heures / jour,Plusieurs fois par jour,3 ou 4 concerts/festivals,Un ordinateur,Plusieurs fois par jour,Uniquement de façon légale,Tous les jours ou presque,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
HOMME,De 65 à plus,Couple,2 personnes,Aucun,PlusDe100000Habitants,AquitaineLimousinPoitouC,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Aucun,MoinsDe100000Habitants,CentreValDeLoire,Rap / Hip-Hop,"Au réveil ou avant de vous endormir,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,3 ou 4 concerts/festivals,Un smartphone,Tous les jours ou presque,NULL,1 à 3 fois par mois,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
HOMME,De 65 à plus,Couple,2 personnes,Aucun,MoinsDe100000Habitants,LanguedocRoussillonMidiP,"Variété Française,Jazz,Dance,Metal,R&B,Soul,Reggae,Musiques du monde,Pop / Rock,Classique,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 2 et 3 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Une chaîne Hifi,Tous les jours ou presque,Uniquement de façon légale,Tous les jours ou presque,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
HOMME,De 15 à 24 ans,Enfant,1 personne,NULL,PlusDe100000Habitants,ProvenceAlpesCoteDAzur,Jazz,En cuisinant ou pendant les tâches ménagères,Entre 2 et 3 heures / jour,Plusieurs fois par jour,3 ou 4 concerts/festivals,Une tablette,1 à 5 fois par semaine,NULL,1 à 5 fois par semaine,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
HOMME,De 65 à plus,Couple,2 personnes,Aucun,PlusDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,Dance,R&B,Soul,Reggae,Musiques du monde,Pop / Rock,Classique,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,3 ou 4 concerts/festivals,Un ordinateur,Plusieurs fois par jour,Uniquement de façon légale,Tous les jours ou presque,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 65 à plus,Couple,2 personnes,Aucun,MoinsDe100000Habitants,LanguedocRoussillonMidiP,"Variété Française,Musiques du monde","Au réveil ou avant de vous endormir,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Moins de 1 heure / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un autoradio,Plusieurs fois par jour,NULL,1 à 5 fois par semaine,
FEMME,De 65 à plus,Célibataire,1 personne,NULL,PlusDe100000Habitants,BourgogneFrancheComte,"Jazz,Reggae,Classique","En cuisinant ou pendant les tâches ménagères,Lorsque vous vous rassemblez avec des amis ou des proches",NULL,Moins souvent,1 ou 2 concerts/festivals,Un écran de télévision,1 à 5 fois par semaine,NULL,1 à 5 fois par semaine,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Musiques du monde,Pop / Rock,Classique","En travaillant ou en étudiant,En faisant du sport ou des activités récréatives,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Un ordinateur,Tous les jours ou presque,Uniquement de façon légale,1 à 3 fois par mois,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,"Electronique,R&B,Rap / Hip-Hop",En travaillant ou en étudiant,Entre 1 et 2 heures / jour,Tous les jours ou presque,NULL,NULL,Plusieurs fois par jour,Uniquement de façon légale,Jamais,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 65 à plus,Couple,2 personnes,Aucun,MoinsDe100000Habitants,PaysDeLaLoire,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 65 à plus,Couple,2 personnes,Aucun,MoinsDe100000Habitants,PaysDeLaLoire,"Variété Française,Jazz,Musiques du monde,Pop / Rock,Classique","En cuisinant ou pendant les tâches ménagères,En voiture",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Un autoradio,Tous les jours ou presque,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 25 à 34 ans,Célibataire,2 personnes,Aucun,PlusDe100000Habitants,IleDeFrance,"Soul,Reggae,Musiques du monde","En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Plusieurs fois par jour,3 ou 4 concerts/festivals,NULL,Plusieurs fois par jour,Uniquement de façon légale,Plusieurs fois par jour,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
